date,nav,daily_return
2013-11-18,13.0894,
2013-11-19,13.1068,0.001329319907711568
2013-11-20,12.9549,-0.011589403973509937
2013-11-21,12.7957,-0.01228878648233489
2013-11-22,12.7775,-0.0014223528216510406
2013-11-25,12.8548,0.006049696732537635
2013-11-26,12.8591,0.00033450539876156427
2013-11-27,12.8389,-0.0015708719894860224
2013-11-28,12.8773,0.0029909104362522143
2013-11-29,12.9509,0.0057154838358972615
2013-12-02,13.0012,0.0038838999606205515
2013-12-03,13.0048,0.0002768975171520971
2013-12-04,12.9799,-0.0019146776574802127
2013-12-05,13.0319,0.00400619419255932
2013-12-06,13.0439,0.0009208173788932683
2013-12-09,13.0282,-0.0012036277493694403
2013-12-10,13.0325,0.0003300532690624358
2013-12-11,13.0129,-0.0015039324765010464
2013-12-12,13.0021,-0.0008299456692973939
2013-12-13,12.9891,-0.0009998384876289679
2013-12-16,13.0345,0.003495238315202709
2013-12-17,12.9569,-0.005953431278530097
2013-12-18,13.0672,0.008512838719138216
2013-12-19,13.1392,0.005509979184523228
2013-12-20,13.1776,0.002922552362396358
2013-12-23,13.1886,0.0008347498785816754
2013-12-24,13.2683,0.006043097826911259
2013-12-26,13.4811,0.016038226449507365
2013-12-27,13.5024,0.001579989763446532
2013-12-30,13.5862,0.006206304064462653
2013-12-31,13.7277,0.010414979906081312
2014-01-01,13.7418,0.001027120347909527
2014-01-02,13.7553,0.0009824040518708888
2014-01-03,13.8494,0.006840999469295506
2014-01-06,13.8568,0.0005343191762821053
2014-01-07,13.9214,0.004661971017839717
2014-01-08,14.0081,0.0062278219144626945
2014-01-09,13.8644,-0.01025835052576729
2014-01-10,13.8143,-0.003613571449179176
2014-01-13,13.7909,-0.0016938969039328455
2014-01-14,13.8249,0.0024653938466669967
2014-01-15,14.0209,0.01417731773828379
2014-01-16,14.0042,-0.0011910790320164288
2014-01-17,13.7841,-0.015716713557361373
2014-01-20,13.8144,0.0021981848651706493
2014-01-21,13.8659,0.003727993977299171
2014-01-22,13.9302,0.004637275618603942
2014-01-23,13.9537,0.001686982240025392
2014-01-24,13.8688,-0.0060844077198162205
2014-01-27,13.6829,-0.013404187817258939
2014-01-28,13.5678,-0.008411959453039963
2014-01-29,13.4977,-0.005166644555491651
2014-01-30,13.4661,-0.0023411396015616814
2014-01-31,13.6059,0.010381624969367564
2014-02-03,13.4995,-0.007820136852395021
2014-02-04,13.4717,-0.0020593355309455053
2014-02-05,13.5431,0.005299999257703192
2014-02-06,13.5883,0.0033374928930598458
2014-02-07,13.5552,-0.0024359191363159116
2014-02-10,13.7402,0.013647898961284266
2014-02-11,13.6983,-0.0030494461507110104
2014-02-12,13.6874,-0.000795719176832077
2014-02-13,13.678,-0.0006867630083141618
2014-02-14,13.5948,-0.006082760637520224
2014-02-17,13.6423,0.0034939829934976796
2014-02-18,13.6801,0.002770793781107228
2014-02-19,13.801,0.00883765469550668
2014-02-20,13.8913,0.006543004130135532
2014-02-21,14.037,0.01048857918265389
2014-02-24,14.1905,0.010935385053786328
2014-02-25,14.2704,0.005630527465557922
2014-02-26,14.1733,-0.00680429420338613
2014-02-28,14.2102,0.00260348683792766
2014-03-03,14.2753,0.00458121630941144
2014-03-04,14.4166,0.009898215799317711
2014-03-05,14.5448,0.008892526670643441
2014-03-06,14.6678,0.008456630548374644
2014-03-07,14.5275,-0.009565169964139142
2014-03-10,14.5576,0.002071932541731325
2014-03-11,14.6449,0.005996867615540857
2014-03-12,14.7175,0.004957357168707155
2014-03-13,14.7121,-0.00036691014098866326
2014-03-14,14.6527,-0.0040374929479816135
2014-03-18,14.7961,0.009786592232148283
2014-03-19,14.7118,-0.005697447300302083
2014-03-20,14.8045,0.006301064451664784
2014-03-21,14.9389,0.009078320780843585
2014-03-24,14.9833,0.0029721063799876823
2014-03-25,15.017,0.0022491707434275643
2014-03-26,15.0172,1.3318239328929948e-05
2014-03-27,15.016,-7.99083717337723e-05
2014-03-28,15.1698,0.010242408098028788
2014-03-31,15.2761,0.0070073435378184
2014-04-01,15.3236,0.00310943238130168
2014-04-02,15.5261,0.013214910334386154
2014-04-03,15.5016,-0.0015779880330539786
2014-04-04,15.6554,0.009921556484491889
2014-04-07,15.7238,0.004369099480051597
2014-04-09,15.7721,0.0030717765425660737
2014-04-10,15.7832,0.0007037743864166668
2014-04-11,15.8805,0.006164782807035252
2014-04-15,15.959,0.0049431692956771744
2014-04-16,15.8341,-0.007826304906322412
2014-04-17,15.9681,0.008462748119564711
2014-04-21,16.061,0.005817849337115932
2014-04-22,16.1917,0.00813772492372844
2014-04-23,16.2362,0.0027483216709796032
2014-04-25,16.2714,0.00216799497419351
2014-04-28,16.3857,0.007024595302186576
2014-04-29,16.4239,0.002331301073497105
2014-04-30,16.194,-0.013997893314011911
2014-05-02,16.1784,-0.0009633197480547473
2014-05-05,16.1466,-0.0019655837412847488
2014-05-06,16.2026,0.003468222412148725
2014-05-07,16.2031,3.085924481238678e-05
2014-05-08,16.2601,0.0035178453505813057
2014-05-09,16.2665,0.00039360151536582677
2014-05-12,16.236,-0.0018750192112624298
2014-05-13,16.318,0.005050505050505194
2014-05-14,16.3868,0.004216202966049742
2014-05-15,16.2742,-0.006871384284912296
2014-05-16,16.3354,0.003760553514151166
2014-05-19,16.6375,0.01849357836355403
2014-05-20,17.0756,0.026332081141998698
2014-05-21,17.3618,0.016760758040712975
2014-05-22,17.6336,0.015655058807266586
2014-05-23,17.5799,-0.003045322566010533
2014-05-26,17.2722,-0.017502943702751295
2014-05-27,17.4244,0.008811847940621176
2014-05-28,17.7014,0.01589724753793531
2014-05-29,17.6411,-0.003406510219530534
2014-05-30,17.5999,-0.00233545527206358
2014-06-02,17.7284,0.0073011778476013145
2014-06-03,17.7281,-1.692200085734452e-05
2014-06-04,18.0406,0.017627382517021006
2014-06-05,18.2638,0.012372094054521332
2014-06-06,18.5395,0.015095434685005404
2014-06-09,18.8095,0.014563499555004134
2014-06-10,18.9611,0.008059757037667037
2014-06-11,18.7536,-0.010943457921745003
2014-06-12,18.9265,0.009219563177203405
2014-06-13,18.7545,-0.009087786965366051
2014-06-16,18.7174,-0.0019781919006104376
2014-06-17,19.0015,0.015178390161026512
2014-06-18,19.2167,0.011325421677236047
2014-06-19,19.1541,-0.00325758324790415
2014-06-20,19.1702,0.0008405511091620355
2014-06-23,19.1147,-0.0028951184651178075
2014-06-24,19.1991,0.004415449889352274
2014-06-25,19.3056,0.0055471350219540305
2014-06-26,19.5189,0.011048607657881737
2014-06-27,19.669,0.007689982529753392
2014-06-30,20.0705,0.0204128323758197
2014-07-01,20.2237,0.007633093345955633
2014-07-02,20.3994,0.008687826658821063
2014-07-03,20.539,0.0068433385295647575
2014-07-04,20.7887,0.012157359170358761
2014-07-07,20.9874,0.009558077224646189
2014-07-08,20.4515,-0.025534368239991667
2014-07-09,20.1567,-0.014414590616825151
2014-07-10,20.1881,0.0015577946786924368
2014-07-11,19.8392,-0.01728245847801413
2014-07-14,19.7798,-0.00299407234162663
2014-07-15,19.9854,0.010394442815397475
2014-07-16,20.4248,0.021986049816365982
2014-07-17,20.8995,0.023241353648505658
2014-07-18,20.8316,-0.0032488815521901637
2014-07-21,21.28,0.0215249908792412
2014-07-22,21.363,0.0039003759398494875
2014-07-23,21.24,-0.005757618312034918
2014-07-24,21.3216,0.0038418079096045332
2014-07-25,21.1489,-0.008099767372054534
2014-07-28,21.1246,-0.0011489959288663032
2014-07-30,21.0491,-0.003574032171023478
2014-07-31,21.0652,0.0007648783083362698
2014-08-01,20.8274,-0.011288760609915904
2014-08-04,21.1423,0.015119506035318864
2014-08-05,21.1792,0.0017453162617124818
2014-08-06,21.2068,0.0013031653697967993
2014-08-07,21.1366,-0.0033102589735367616
2014-08-08,20.9051,-0.010952565691738525
2014-08-11,21.0294,0.005945917503384246
2014-08-12,20.9523,-0.00366629575736821
2014-08-13,20.4227,-0.025276461295418717
2014-08-14,20.6268,0.009993781429487703
2014-08-18,20.9437,0.01536350766963368
2014-08-19,21.1964,0.01206568084913373
2014-08-20,21.5099,0.014790247400501944
2014-08-21,21.8125,0.014067940808651036
2014-08-22,21.898,0.00391977077363892
2014-08-25,21.7299,-0.007676500136998721
2014-08-26,21.6681,-0.0028440075656124275
2014-08-27,22.0752,0.018787987871571543
2014-08-28,22.1709,0.004335181561208934
2014-09-01,22.5292,0.01616082342169234
2014-09-02,22.6476,0.0052554018784511936
2014-09-03,22.842,0.008583690987124415
2014-09-04,22.8661,0.001055073986516053
2014-09-05,22.9624,0.0042114746283798965
2014-09-08,23.31,0.0151377904748633
2014-09-09,23.6853,0.016100386100386332
2014-09-10,23.8862,0.00848205426994797
2014-09-11,24.41,0.021928979913087954
2014-09-12,24.6248,0.008799672265465075
2014-09-15,24.7489,0.0050396348396737345
2014-09-16,24.0716,-0.027366872871117498
2014-09-17,24.2051,0.005545954568869638
2014-09-18,24.5974,0.016207328207691774
2014-09-19,24.6537,0.002288859798190046
2014-09-22,24.9688,0.012781043007743298
2014-09-23,24.5235,-0.01783425715292697
2014-09-24,24.1531,-0.015103879951882893
2014-09-25,23.6113,-0.02243190315114829
2014-09-26,23.6912,0.003383972928216572
2014-09-29,23.9932,0.012747349226717164
2014-09-30,24.2982,0.012711935048263623
2014-10-01,24.1597,-0.005700010700381064
2014-10-07,23.9234,-0.009780750588790466
2014-10-08,24.0609,0.005747510805320211
2014-10-09,24.0814,0.0008520047047284596
2014-10-10,23.7407,-0.014147848547011344
2014-10-13,23.8232,0.0034750449649756376
2014-10-14,23.7147,-0.00455438396185226
2014-10-16,23.2763,-0.018486424032351345
2014-10-17,23.3519,0.003247938890631241
2014-10-20,23.3913,0.001687228876451119
2014-10-21,23.54,0.006357064378636368
2014-10-22,23.8185,0.011830926083262527
2014-10-27,23.9115,0.003904527992946605
2014-10-28,24.0775,0.006942266273550324
2014-10-29,24.2092,0.005469836984736798
2014-10-30,24.2267,0.0007228656874247452
2014-10-31,24.3031,0.0031535454684294972
2014-11-03,24.5647,0.010764058906065355
2014-11-05,24.6593,0.003851054562034273
2014-11-07,24.567,-0.003743009736691727
2014-11-10,24.7095,0.0058004640371229765
2014-11-11,24.92,0.00851899067160411
2014-11-12,25.2255,0.012259229534510308
2014-11-13,25.3732,0.005855186220292907
2014-11-14,25.4694,0.0037914019516656072
2014-11-17,25.74,0.01062451412282961
2014-11-18,26.0028,0.010209790209790404
2014-11-19,26.0641,0.0023574384297075923
2014-11-20,25.8923,-0.0065914418683169496
2014-11-21,25.9891,0.0037385632021875725
2014-11-24,25.896,-0.0035822710290083215
2014-11-25,25.3911,-0.01949721964782203
2014-11-26,25.6618,0.01066121593786784
2014-11-27,26.0216,0.014020840315176697
2014-11-28,26.2402,0.008400713253604808
2014-12-01,26.2093,-0.0011775824879384222
2014-12-02,26.5928,0.014632210703834136
2014-12-03,27.0697,0.017933425588881224
2014-12-04,27.342,0.010059217501486861
2014-12-05,27.3359,-0.00022309999268521619
2014-12-08,27.5153,0.006562798371372525
2014-12-09,27.0266,-0.01776102750106312
2014-12-10,27.2901,0.009749654044533873
2014-12-11,27.739,0.016449188533570913
2014-12-12,27.4434,-0.010656476441111784
2014-12-15,27.3527,-0.0033049840763171856
2014-12-16,26.791,-0.020535449882461254
2014-12-17,26.2936,-0.018565936321899068
2014-12-18,27.0853,0.030109988742507587
2014-12-19,27.1556,0.002595503834183166
2014-12-22,27.439,0.010436153132318937
2014-12-23,27.4262,-0.0004664893035459805
2014-12-24,27.4695,0.001578782332222417
2014-12-26,27.5386,0.002515517209996432
2014-12-29,28.1163,0.020977827485783695
2014-12-30,28.5876,0.016762518539068072
2014-12-31,29.2084,0.021715708908757847
2015-01-01,29.3671,0.005433368483039214
2015-01-02,29.4253,0.001981809576022231
2015-01-05,29.3031,-0.004152888840555535
2015-01-06,28.566,-0.025154335206855283
2015-01-07,28.7345,0.005898620737940341
2015-01-08,29.2325,0.017331082844664225
2015-01-09,29.2834,0.001741212691353855
2015-01-12,29.4713,0.006416604629243761
2015-01-13,29.4388,-0.0011027677774647637
2015-01-14,29.5028,0.002174001657676339
2015-01-15,29.6991,0.006653605759453285
2015-01-16,29.7293,0.0010168658309510636
2015-01-19,30.5172,0.02650247399030592
2015-01-20,30.8184,0.009869843891313845
2015-01-21,30.714,-0.003387586636554807
2015-01-22,30.7123,-5.534935208695302e-05
2015-01-23,30.4927,-0.0071502297125255465
2015-01-27,30.5724,0.0026137403378512225
2015-01-28,30.7898,0.007110988996611445
2015-01-29,30.7497,-0.0013023793593982536
2015-01-30,30.5936,-0.005076472290786671
2015-02-02,30.6145,0.0006831494168715313
2015-02-03,30.7745,0.005226281663917476
2015-02-04,30.6731,-0.003294935742254035
2015-02-05,30.2614,-0.013422184259171854
2015-02-06,29.7377,-0.017305874810815025
2015-02-09,29.397,-0.011456837616897086
2015-02-10,29.5782,0.0061638942749260295
2015-02-11,29.9083,0.011160246397684759
2015-02-12,30.2611,0.011796056613047057
2015-02-13,30.2844,0.0007699654011257273
2015-02-16,30.5344,0.008255075220245489
2015-02-18,30.6868,0.004991092014252851
2015-02-19,30.6178,-0.0022485237952475368
2015-02-20,30.6869,0.0022568571223275935
2015-02-23,30.3222,-0.011884550084889756
2015-02-24,30.2175,-0.0034529156855372944
2015-02-25,30.1089,-0.0035939439066766665
2015-02-26,29.9507,-0.00525426036819665
2015-02-27,30.2262,0.0091984494519326
2015-03-02,30.5216,0.009772978409459343
2015-03-03,30.8045,0.009268845669951897
2015-03-04,30.6349,-0.00550568910386473
2015-03-05,30.6428,0.0002578758213671595
2015-03-09,30.4317,-0.006889057135770926
2015-03-10,30.3725,-0.0019453398922834042
2015-03-11,30.4375,0.0021400938348836718
2015-03-12,30.686,0.008164271047227833
2015-03-13,30.2599,-0.013885811119077163
2015-03-16,30.179,-0.0026735051999511317
2015-03-17,30.0579,-0.0040127240796580255
2015-03-18,30.0143,-0.0014505338030934567
2015-03-19,29.8192,-0.006500234888036749
2015-03-20,29.392,-0.01432634007619249
2015-03-23,28.911,-0.016364997278170867
2015-03-24,28.8295,-0.0028189962298087456
2015-03-25,28.8366,0.00024627551639810896
2015-03-26,28.4267,-0.0142145745337523
2015-03-27,28.5473,0.004242490334790849
2015-03-30,29.2627,0.025060163307913497
2015-03-31,29.3347,0.0024604701548387453
2015-04-01,29.7949,0.01568790544985954
2015-04-06,30.1584,0.012200074509395975
