date,drawdown
2023-02-21,-0.056652860598613165
2023-02-22,-0.06517741946481355
2023-02-23,-0.0677585758865292
2023-02-24,-0.06680096458126102
2023-02-27,-0.07530506814268112
2023-02-28,-0.06913135411844844
2023-03-01,-0.06310916087036565
2023-03-02,-0.06512211438151878
2023-03-03,-0.060964384283962135
2023-03-06,-0.05425352910827756
2023-03-08,-0.05491264448453019
2023-03-09,-0.056402851317965616
2023-03-10,-0.05897264368147006
2023-03-13,-0.06983592572754597
2023-03-14,-0.07759530467418874
2023-03-15,-0.07678012289850157
2023-03-16,-0.0837409873548337
2023-03-17,-0.07992039098421085
2023-03-20,-0.08834191572262913
2023-03-21,-0.08333491167475161
2023-03-22,-0.08015070256395888
2023-03-23,-0.07794683287485674
2023-03-24,-0.08879572044719845
2023-03-27,-0.09554975904408582
2023-03-28,-0.10371066804752602
2023-03-29,-0.09059427206009929
2023-03-31,-0.07788698216827752
2023-04-03,-0.07476035095242178
2023-04-05,-0.07101703017763543
2023-04-06,-0.06980562157231604
2023-04-10,-0.06858966734371211
2023-04-11,-0.06646913408149242
2023-04-12,-0.06298945945720714
2023-04-13,-0.06063861461523954
2023-04-17,-0.05850444448316645
2023-04-18,-0.05811352088069944
2023-04-19,-0.05583919403068755
2023-04-20,-0.050122315146547185
2023-04-21,-0.05126478179871839
2023-04-24,-0.050176862625961174
2023-04-25,-0.05000337133726934
2023-04-26,-0.046466118818047075
2023-04-27,-0.04285840913791507
2023-04-28,-0.036546053603505047
2023-05-02,-0.03515736569009006
2023-05-03,-0.03410808431525119
2023-05-04,-0.028868495875983415
2023-05-05,-0.03225877324234013
2023-05-08,-0.02278417910967921
2023-05-09,-0.023998618130521482
2023-05-10,-0.01924692659045683
2023-05-11,-0.01295502636082709
2023-05-12,-0.014029308663730677
2023-05-15,-0.01113071621598075
2023-05-16,-0.008957908285989413
2023-05-17,-0.010810249774423577
2023-05-18,-0.010230682805649661
2023-05-19,-0.013309584977018073
2023-05-22,-0.006581304912076419
2023-05-23,-0.008523801262319611
2023-05-24,-0.007641950345126482
2023-05-25,-0.006300233872318053
2023-05-26,-0.003128904027498073
2023-05-29,-0.002130382112669429
2023-05-30,-0.0007113900440245068
2023-05-31,0.0
